name,email,date_of_birth,mobile_no,birthdate,above_18
Matthew Richard,Matthew_Richard@larsen.com,1992-12-11,4721144,19921211,True
Bridget Martin,Bridget_Martin@myers-douglas.com,15-01-2000,95031,20000115,True
Lawrence Valdez,Lawrence_Valdez@boyd-clayton.com,14-01-1953,81841,19530114,True
Thomas Reyes,Thomas_Reyes@wilson-davis.com,22-06-1962,3554174,19620622,True
Anthony Crosby,Anthony_Crosby@martinez.com,1960/12/01,64366,19601201,True
Tammy York,Tammy_York@perry.com,1999/11/17,6589941,19991117,True
William Frye,William_Frye@gibson.info,1999/03/20,636189,19990320,True
Eric Perez,Eric_Perez@salinas.info,1957-08-24,610569,19570824,True
Lindsey Li,Lindsey_Li@willis-nguyen.com,09/11/2006,15721,20060911,False
Sara Ruiz,Sara_Ruiz@evans.biz,05/12/1953,21106,19530512,True
Brittany Woods,Brittany_Woods@jensen.com,1958/09/10,78226,19580910,True
Christopher Hudson,Christopher_Hudson@martin.org,1991/08/07,3193422,19910807,True
Dana Cline,Dana_Cline@reynolds.com,12/02/1983,881889,19831202,True
Breanna Davis,Breanna_Davis@turner.com,1959-09-20,33746,19590920,True
Lauren Mitchell,Lauren_Mitchell@taylor-huerta.com,07/06/1984,6218346,19840706,True
John Brown,John_Brown@khan-payne.biz,03-10-1970,2019683,19700310,True
Peter Tran,Peter_Tran@pollard.org,06/02/2011,50273379,20110602,False
Donna Martinez,Donna_Martinez@bond-clark.com,25-03-1972,24941,19720325,True
Aaron Thomas,Aaron_Thomas@brown-jackson.com,06-05-2016,6262453,20160605,False
Deborah Rasmussen,Deborah_Rasmussen@harris.com,07/03/1960,834819,19600703,True
Jennifer Green,Jennifer_Green@smith.net,2017-04-10,115413,20170410,False
Michael Miller,Michael_Miller@webb.net,22-08-1981,218877,19810822,True
Kimberly Francis,Kimberly_Francis@hernandez.net,1995-02-07,344535,19950207,True
Debra Wagner,Debra_Wagner@stewart-thompson.com,15-09-1984,39141,19840915,True
Tony Cannon,Tony_Cannon@jacobs.info,02-09-1954,15936,19540209,True
Rebekah Sanchez,Rebekah_Sanchez@johnson.info,14-02-1962,88256,19620214,True
Brandon Woodard,Brandon_Woodard@spencer-jackson.net,2000-07-30,73426,20000730,True
Alan Summers,Alan_Summers@lloyd-smith.com,11/01/2017,48992595,20171101,False
Tonya Cherry,Tonya_Cherry@mccall.biz,1995-08-03,7317745,19950803,True
Denise Carpenter,Denise_Carpenter@hernandez.com,03-11-1965,5174044,19650311,True
James Kim,James_Kim@gibbs-hughes.com,1952/04/22,76976,19520422,True
Eric Mcclure,Eric_Mcclure@tran-cummings.com,07/09/2012,6828900,20120709,False
Brian Smith,Brian_Smith@phillips-smith.com,1981/06/30,121587,19810630,True
Jeffery Gordon,Jeffery_Gordon@johnson-carr.com,06/25/1956,2874488,19560625,True
Kyle Taylor,Kyle_Taylor@burton.com,05-12-1953,47901,19530512,True
Thomas Underwood,Thomas_Underwood@ward-estes.com,29-08-1957,179085,19570829,True
David Jones,David_Jones@anderson.info,02/19/2003,405465,20030219,False
Julia Wolfe,Julia_Wolfe@nguyen.info,1968-12-19,741345,19681219,True
Ashley Johnson,Ashley_Johnson@duarte.info,1986-06-27,40141375,19860627,True
Derek Vaughn,Derek_Vaughn@barnes.com,1968-06-09,4600912,19680609,True
Joel Walters,Joel_Walters@sloan.com,1987/03/15,888927,19870315,True
Leonard Wheeler,Leonard_Wheeler@hicks-meadows.com,05/21/2007,628131,20070521,False
Jason Santos,Jason_Santos@french.com,02/22/1982,60776,19820222,True
April Spears,April_Spears@stephenson-walton.com,06/20/2003,945729,20030620,False
Gina Butler,Gina_Butler@faulkner.com,2017-02-18,3396884,20170218,False
Cheryl Alvarez,Cheryl_Alvarez@castillo.com,02/15/2005,9165164,20050215,False
Kyle Lee,Kyle_Lee@lloyd.info,01/18/1997,332493,19970118,True
Dylan White,Dylan_White@wood-howard.com,04/09/2004,72451,20040409,False
Martin Griffin,Martin_Griffin@allen.com,2005-01-02,36159095,20050102,False
Clinton Curtis,Clinton_Curtis@king-edwards.com,1986/02/28,47846,19860228,True
Justin Lester,Justin_Lester@williams-perez.com,1963/11/02,975069,19631102,True
Vanessa Montgomery,Vanessa_Montgomery@mooney.info,1961-12-02,510339,19611202,True
Melissa Wiley,Melissa_Wiley@roberts-wade.com,1978/09/12,53961,19780912,True
Jose Bates,Jose_Bates@maynard.com,1966/06/13,3133243,19660613,True
Christopher Taylor,Christopher_Taylor@thomas.biz,03/18/1996,51981,19960318,True
Michael Perkins,Michael_Perkins@hale.com,2018/10/17,33461,20181017,False
Lisa Harrison,Lisa_Harrison@smith-nguyen.com,22-02-1962,12016,19620222,True
Joe Ewing,Joe_Ewing@alvarez-day.org,03/25/2016,425835,20160325,False
Maria Miller,Maria_Miller@wilson.com,01-04-2011,893049,20110104,False
Seth Mayer,Seth_Mayer@dunn-terry.net,2000-08-04,47526,20000804,True
Erin Sharp,Erin_Sharp@murphy.com,2006-03-14,63091,20060314,False
Cindy Beasley,Cindy_Beasley@russell.com,2004-11-09,162447,20041109,False
Luis Brown,Luis_Brown@medina.org,1954/09/24,86879631,19540924,True
Cassandra Benjamin,Cassandra_Benjamin@clark.net,25-01-2005,98516,20050125,False
Kyle Dickson,Kyle_Dickson@davis.com,1970/06/30,193509,19700630,True
Elizabeth Gomez,Elizabeth_Gomez@miller-roberts.com,10/03/1955,401337,19551003,True
Tracey Kramer,Tracey_Kramer@rice.info,06-12-2005,95921,20050612,False
Shari Barry,Shari_Barry@herrera.com,05/23/1969,7118448,19690523,True
Holly Wilson,Holly_Wilson@miles.org,1972/05/06,870435,19720506,True
Wesley Young,Wesley_Young@jordan.com,31-01-2011,672225,20110131,False
Ashley Mckee,Ashley_Mckee@ramirez.org,2010/03/13,863889,20100313,False
Johnathan Graham,Johnathan_Graham@smith.com,1964/07/27,3227813,19640727,True
Ashley Davis,Ashley_Davis@mclaughlin.com,12/03/2002,784773,20021203,True
Michael Payne,Michael_Payne@austin.biz,19-02-1999,8910175,19990219,True
Alicia Crane,Alicia_Crane@charles.info,1967/08/29,1665938,19670829,True
Ruben Smith,Ruben_Smith@burton-wood.com,1982-03-27,732621,19820327,True
Diana Clayton,Diana_Clayton@orozco-clayton.com,1982-11-14,9713278,19821114,True
John Hale,John_Hale@collins-williams.com,1983-06-05,4678353,19830605,True
William Dunn,William_Dunn@mckinney.info,07-04-2016,2520806,20160704,False
Brittany Wade,Brittany_Wade@blair.com,09/26/2005,70472003,20050926,False
Sheena Lester,Sheena_Lester@vaughan.com,05/22/1952,6322191,19520522,True
Ann Gibson,Ann_Gibson@lewis.com,23-10-2011,1233457,20111023,False
Cynthia Quinn,Cynthia_Quinn@spencer-marshall.com,04-09-1963,5947236,19630409,True
Suzanne Colon,Suzanne_Colon@herrera.biz,1986/12/06,674091,19861206,True
Julie Paul,Julie_Paul@jackson-rogers.com,03-05-1968,397599,19680305,True
Patricia Webb,Patricia_Webb@rose-murphy.com,02/16/2012,7708730,20120216,False
Scott Paul,Scott_Paul@martinez-lane.com,23-05-1987,291075,19870523,True
Shirley Bailey,Shirley_Bailey@morris.com,31-10-2011,291885,20111031,False
Cameron Atkinson,Cameron_Atkinson@foster.net,01/31/1986,12256,19860131,True
Gary Gray,Gary_Gray@smith.com,2002/11/10,254439,20021110,True
Brenda Rosales,Brenda_Rosales@mora-brandt.com,1996-07-29,503073,19960729,True
Jeffrey Orr,Jeffrey_Orr@rosales.com,28-01-1977,81191,19770128,True
Lisa Snyder,Lisa_Snyder@wright-goodwin.com,03-02-1968,9356831,19680302,True
Curtis Daniels,Curtis_Daniels@williams-christensen.com,12/16/1963,2434776,19631216,True
Jessica Coleman,Jessica_Coleman@schmidt-gates.org,06/02/1960,97661,19600602,True
Mason Turner,Mason_Turner@gardner.com,1952/11/03,8895601,19521103,True
Mary Morris,Mary_Morris@martinez.info,1990-11-21,38456,19901121,True
Desiree Pham,Desiree_Pham@gomez.org,1998/09/18,21659871,19980918,True
Melanie Park,Melanie_Park@combs-pruitt.biz,01/11/2001,951177,20010111,True
Michelle Harmon,Michelle_Harmon@mcdonald.com,06-12-1987,9420384,19870612,True
Brandon Coleman,Brandon_Coleman@davis.com,30-01-1994,7990599,19940130,True
Anthony Fletcher,Anthony_Fletcher@perez-smith.com,2001-12-21,77901,20011221,True
Travis Wilkins,Travis_Wilkins@hoffman.net,04/08/1965,2650824,19650408,True
Ashlee Boyd,Ashlee_Boyd@may.com,24-01-2015,782109,20150124,False
Victoria Valdez,Victoria_Valdez@becker.com,1965/08/27,951579,19650827,True
Patrick Williams,Patrick_Williams@atkinson.com,05/20/1982,8227661,19820520,True
Johnathan Edwards,Johnathan_Edwards@richard.biz,01/20/1975,44586,19750120,True
Daniel Chambers,Daniel_Chambers@torres.com,08-01-1994,5232235,19940801,True
Alexandra Austin,Alexandra_Austin@duncan.com,1962-09-17,7423459,19620917,True
Ryan Garcia,Ryan_Garcia@cunningham-clark.com,1956/07/20,296433,19560720,True
Joseph Navarro,Joseph_Navarro@lawrence.com,08/16/1967,756525,19670816,True
Christina Nunez,Christina_Nunez@jordan.com,1983/02/21,711495,19830221,True
Angela Ruiz,Angela_Ruiz@ramirez.org,22-09-1998,32048807,19980922,True
Gregory Mitchell,Gregory_Mitchell@soto.com,1962/06/14,72196,19620614,True
Ashley Taylor,Ashley_Taylor@church.com,1995-08-04,66046,19950804,True
David Weaver,David_Weaver@eaton.org,27-05-1992,13469943,19920527,True
Michael Becker,Michael_Becker@morgan-moore.biz,07/18/1968,1893515,19680718,True
Bryan Lewis,Bryan_Lewis@guerrero-harris.org,1966/03/07,41243367,19660307,True
James Villegas,James_Villegas@patterson-hunt.com,18-06-2008,3708076,20080618,False
Samuel Alvarado,Samuel_Alvarado@glenn-bartlett.com,1990-06-09,13921,19900609,True
Gregory Foster,Gregory_Foster@martinez.com,1988/10/20,1927339,19881020,True
Jimmy Martin,Jimmy_Martin@nguyen-swanson.net,2008/06/28,61684983,20080628,False
Emily Wilson,Emily_Wilson@elliott-patterson.info,14-04-1951,651999,19510414,True
Mark Olsen,Mark_Olsen@montes.info,1995-05-08,5000836,19950508,True
Madeline Jones,Madeline_Jones@waters-nguyen.info,1950-08-30,34276,19500830,True
Tammy Becker,Tammy_Becker@gonzalez.org,02/03/2018,6084380,20180203,False
Justin Mcdowell,Justin_Mcdowell@davis-peterson.org,1997-12-12,121569,19971212,True
Michael Cook,Michael_Cook@nichols.com,02/19/1989,885135,19890219,True
Jesse Johnson,Jesse_Johnson@blanchard.com,18-10-2017,808425,20171018,False
Steven Huber,Steven_Huber@owen.com,04/30/1981,295341,19810430,True
Aimee Brown,Aimee_Brown@ball.com,10/12/1988,8111860,19881012,True
Melinda Morris,Melinda_Morris@cooper-sharp.com,2007-03-19,219561,20070319,False
Michael Nichols,Michael_Nichols@bishop.biz,1967-09-26,35761,19670926,True
Amanda Rodriguez,Amanda_Rodriguez@wagner.org,15-02-1967,45111815,19670215,True
Christina Wilson,Christina_Wilson@holden-barker.biz,22-08-1975,5270875,19750822,True
Karen Hughes,Karen_Hughes@burgess.net,1952/05/18,2740200,19520518,True
Michael Dorsey,Michael_Dorsey@davis-shaw.biz,03/12/2010,542151,20100312,False
Donald Mason,Donald_Mason@foster.info,2014-06-18,98396,20140618,False
Amanda Mclaughlin,Amanda_Mclaughlin@juarez.com,2017-02-09,452535,20170209,False
Robert Herman,Robert_Herman@kelley.com,1971/11/11,71171,19711111,True
Tina Suarez,Tina_Suarez@martinez.net,26-08-2008,48067279,20080826,False
James Myers,James_Myers@wilson-salinas.com,12/17/2015,11151,20151217,False
Destiny Morris,Destiny_Morris@morris.biz,2002-04-24,34213111,20020424,True
Dean Sullivan,Dean_Sullivan@rojas.org,09/05/1972,8007686,19720905,True
Joseph Lester,Joseph_Lester@sullivan-thompson.com,15-05-2011,6319230,20110515,False
Andrew Serrano,Andrew_Serrano@ford.com,26-07-1999,704097,19990726,True
Joel Alvarez,Joel_Alvarez@barber-underwood.com,11-12-1959,97361,19591112,True
Antonio Baker,Antonio_Baker@adams-harrison.biz,1959/06/05,61275895,19590605,True
Cindy Padilla,Cindy_Padilla@schmidt.com,2003/04/07,146169,20030407,False
Ryan Huerta,Ryan_Huerta@gibson-parker.com,1952/06/26,99966,19520626,True
John Stein,John_Stein@carroll.net,04/26/1960,53761,19600426,True
Joshua Macias,Joshua_Macias@barnes.com,10/13/1980,67346,19801013,True
Nathan White,Nathan_White@friedman.com,04/19/1958,4196886,19580419,True
Matthew Thompson,Matthew_Thompson@casey.info,25-04-1958,7800262,19580425,True
Katherine Padilla,Katherine_Padilla@leach.biz,2012-06-12,83393263,20120612,False
Maria Rodriguez,Maria_Rodriguez@franklin-wells.net,1971-01-10,38641,19710110,True
John Booker,John_Booker@lee-rodriguez.com,2012-03-16,287007,20120316,False
Jeffrey Nguyen,Jeffrey_Nguyen@poole.com,2013/09/22,716361,20130922,False
Jennifer Jackson,Jennifer_Jackson@griffin.com,02/17/1988,798099,19880217,True
Karen Ruiz,Karen_Ruiz@becker.com,21-07-1955,336843,19550721,True
Jeffrey Rodriguez,Jeffrey_Rodriguez@smith-pena.com,17-01-1951,13931,19510117,True
Andrew Garrett,Andrew_Garrett@burke.com,04/12/2006,59616,20060412,False
Melissa Allison,Melissa_Allison@watkins.info,2005/06/04,75546,20050604,False
Amber Haynes,Amber_Haynes@smith.com,07-10-1977,870567,19770710,True
William Jones,William_Jones@ford.com,2005-10-26,60103815,20051026,False
Steven Morton,Steven_Morton@barker.info,02-09-1954,576027,19540209,True
Kathy Erickson,Kathy_Erickson@martinez.com,2013-01-25,522855,20130125,False
Tammy Miller,Tammy_Miller@bennett.info,04/22/1963,97311,19630422,True
Steven Hill,Steven_Hill@ballard-mcintosh.com,2009-08-18,4852828,20090818,False
Gregory Carr,Gregory_Carr@carter-west.net,09-04-2002,61471,20020904,True
Elizabeth Vega,Elizabeth_Vega@davis.com,17-02-1988,97401,19880217,True
Samuel Shields,Samuel_Shields@buck.com,01/12/1990,2102654,19900112,True
Jon Mcmillan,Jon_Mcmillan@mcmahon-taylor.biz,01-04-1992,15207695,19920104,True
Heather Simpson,Heather_Simpson@clarke.com,10/01/1984,8474138,19841001,True
Ashley Duncan,Ashley_Duncan@garza-ray.com,12/01/1950,961881,19501201,True
Matthew Kim,Matthew_Kim@smith-martinez.com,2015/03/24,2565662,20150324,False
Nicole Anderson,Nicole_Anderson@richards.com,08/30/1999,24391,19990830,True
Andrew Conley,Andrew_Conley@berry.com,1951/03/09,942057,19510309,True
Joshua Jones,Joshua_Jones@reed-melendez.com,1954-10-29,667101,19541029,True
Megan Frederick,Megan_Frederick@hammond-harmon.com,12/14/1990,152967,19901214,True
Shawn Yang,Shawn_Yang@edwards-roberts.com,06/21/1983,5127571,19830621,True
Jennifer Cruz,Jennifer_Cruz@garcia.com,08/15/2007,61291,20070815,False
Jerry Lewis,Jerry_Lewis@myers-bates.net,22-03-1967,332283,19670322,True
Lisa Williams,Lisa_Williams@sloan.com,11/04/1951,39921,19511104,True
Austin Dougherty,Austin_Dougherty@schmidt.com,08-11-2001,959925,20010811,True
Tiffany Khan,Tiffany_Khan@nelson-patterson.info,1958-03-02,9913520,19580302,True
Bradley Hanson,Bradley_Hanson@wolfe-guzman.com,2016-09-29,91001,20160929,False
Debra Lee,Debra_Lee@kelley.com,1953/07/16,4660202,19530716,True
Juan Ellison,Juan_Ellison@cole-castillo.com,12/22/2012,942585,20121222,False
Kristy Johnson,Kristy_Johnson@spencer.com,11/27/1981,11166,19811127,True
Micheal Castro,Micheal_Castro@beck.com,1986/11/10,95301,19861110,True
Scott Dunn,Scott_Dunn@sullivan.com,1963/07/07,7901188,19630707,True
Tyler Johnson,Tyler_Johnson@pearson.net,01/13/1958,6371660,19580113,True
Daniel Alexander,Daniel_Alexander@castro.com,04/10/1991,41841,19910410,True
Jennifer Powell,Jennifer_Powell@lambert.biz,1951-10-27,9321985,19511027,True
Stacy Wright,Stacy_Wright@jones-schneider.com,10/26/1964,560691,19641026,True
Jennifer Sosa,Jennifer_Sosa@buchanan.com,06/28/1991,2886367,19910628,True
Charles Hall,Charles_Hall@rogers.com,1952/04/29,8139657,19520429,True
Jennifer Ward,Jennifer_Ward@taylor-diaz.com,01/23/1998,936933,19980123,True
Courtney Jones,Courtney_Jones@brown.info,05-06-1970,932307,19700506,True
Ashley Sanders,Ashley_Sanders@goodman-lopez.com,05-10-1984,6350443,19840510,True
Monica Thomas,Monica_Thomas@wolfe-beasley.net,2001-02-27,810639,20010227,True
Stacey Johnston,Stacey_Johnston@torres.com,1972/10/18,267873,19721018,True
Matthew Fisher,Matthew_Fisher@foley.net,1950/03/14,98171,19500314,True
Stephen Caldwell,Stephen_Caldwell@george.info,1958/11/17,146649,19581117,True
Amanda Allen,Amanda_Allen@torres.biz,05/27/2011,8766451,20110527,False
Reginald Wheeler,Reginald_Wheeler@brown.biz,22-01-1987,29179575,19870122,True
Elizabeth Richard,Elizabeth_Richard@stewart.biz,1990-10-02,70199975,19901002,True
Alexander Hampton,Alexander_Hampton@washington.com,13-07-1990,3053597,19900713,True
Lisa Smith,Lisa_Smith@black.info,19-08-1958,99884935,19580819,True
Brian Peters,Brian_Peters@ross.com,11/27/2018,89921,20181127,False
Brittany King,Brittany_King@robinson-dorsey.info,1976/12/22,78381,19761222,True
James Fuller,James_Fuller@whitney.biz,2015-03-26,584211,20150326,False
Kevin Hernandez,Kevin_Hernandez@green.net,10/02/1952,275769,19521002,True
Jason Sanders,Jason_Sanders@gardner-harris.com,1957/11/14,99026,19571114,True
Charles Garcia,Charles_Garcia@schmidt.info,2013-05-13,36061,20130513,False
Laura Martin,Laura_Martin@smith.com,27-10-2014,8766500,20141027,False
Joel Aguilar,Joel_Aguilar@vega-walker.biz,10/10/2006,2469755,20061010,False
Gina Simmons,Gina_Simmons@kelly.com,02/16/1973,75471,19730216,True
William White,William_White@white.com,21-02-2013,77500087,20130221,False
Matthew Odonnell,Matthew_Odonnell@baker.com,2010-09-26,5771767,20100926,False
Sara Barnett,Sara_Barnett@lucas.com,29-10-1957,855597,19571029,True
Stephanie Charles,Stephanie_Charles@ball.org,1960-11-05,9951565,19601105,True
Steven Barrett,Steven_Barrett@brooks-martinez.com,01/22/1954,361935,19540122,True
Margaret Buckley,Margaret_Buckley@mueller-silva.info,01-12-2017,93794391,20170112,False
Jesus Fisher,Jesus_Fisher@brown-cruz.com,06/22/1990,5416685,19900622,True
Walter Wiggins,Walter_Wiggins@chen-morris.org,1979/05/22,12487311,19790522,True
Travis Stone,Travis_Stone@reynolds-chapman.com,12/13/1963,536205,19631213,True
Joshua Tapia,Joshua_Tapia@jackson.org,1988/10/20,57396,19881020,True
Ashley Wright,Ashley_Wright@callahan-dixon.info,23-08-1981,27446295,19810823,True
Karen Smith,Karen_Smith@gonzalez.net,2015/01/07,84186,20150107,False
Kathryn Oconnell,Kathryn_Oconnell@fuller.com,1979-04-27,7146301,19790427,True
Sarah Wagner,Sarah_Wagner@escobar-watts.com,03-06-1980,73961,19800306,True
Sheryl Baker,Sheryl_Baker@smith.info,09/13/1988,6899005,19880913,True
Lisa Scott,Lisa_Scott@wheeler-medina.com,1984-07-11,56611,19840711,True
Tamara Mason,Tamara_Mason@graham-nixon.net,10/04/2010,94439255,20101004,False
Stephen Perez,Stephen_Perez@newton-diaz.com,09-09-1982,300441,19820909,True
Krystal Bell,Krystal_Bell@raymond-price.com,1960-02-01,60256,19600201,True
Maureen Davis,Maureen_Davis@stein.com,2008-04-20,31048375,20080420,False
Ashley Morris,Ashley_Morris@aguilar-wood.biz,1975-03-29,17176967,19750329,True
Felicia Hammond,Felicia_Hammond@holmes.com,1984-01-20,53331,19840120,True
Ronald Harper,Ronald_Harper@nguyen.com,2016-11-29,82643711,20161129,False
Cody Marquez,Cody_Marquez@martinez.com,07/15/2010,924729,20100715,False
Kiara Bishop,Kiara_Bishop@griffin.biz,2006/03/23,28214223,20060323,False
Jesse Moss,Jesse_Moss@kirby.com,30-07-1961,242949,19610730,True
Maria Mcdonald,Maria_Mcdonald@clark.com,1996-04-01,9027572,19960401,True
John Murphy,John_Murphy@hall.com,2004/09/08,445743,20040908,False
Patricia Turner,Patricia_Turner@long-garcia.org,1986-01-06,53161,19860106,True
Reginald Martinez,Reginald_Martinez@dean.info,2000/12/14,41921,20001214,True
Stephanie Brewer,Stephanie_Brewer@roman.com,08/17/2001,18206,20010817,True
Kimberly Cooper,Kimberly_Cooper@wood-marshall.com,01/29/1994,904533,19940129,True
Vickie Stuart,Vickie_Stuart@stephens.biz,1972/07/16,368649,19720716,True
Louis Williams,Louis_Williams@young.com,2006-11-05,54396,20061105,False
Anthony Tapia,Anthony_Tapia@brown.info,1971/02/18,79096,19710218,True
Devin Pugh,Devin_Pugh@west-shaffer.com,2005/04/13,9144416,20050413,False
Sara Brown,Sara_Brown@mcgee.com,21-04-1980,41956,19800421,True
Tanya Gonzales,Tanya_Gonzales@page.com,2009-02-18,62351,20090218,False
Nicole Thomas,Nicole_Thomas@miller.com,11/04/2016,4798396,20161104,False
William Ward,William_Ward@carney.com,1996-04-21,89426,19960421,True
Ashley Cooper,Ashley_Cooper@parrish.org,2016-09-22,180855,20160922,False
Aaron Williams,Aaron_Williams@anderson.com,23-08-2016,1507031,20160823,False
Heather Robinson,Heather_Robinson@anderson.com,2011-04-12,2632064,20110412,False
Rick Fritz,Rick_Fritz@rivera.com,1968/02/19,758841,19680219,True
Michael Hill,Michael_Hill@cunningham.com,1993-09-22,71016,19930922,True
Ethan Garcia,Ethan_Garcia@martin-little.com,1951/05/22,42936,19510522,True
Hector Yates,Hector_Yates@rodriguez.com,1987/10/17,24891,19871017,True
Brandon Willis,Brandon_Willis@jensen-johnson.info,23-09-1997,89926,19970923,True
